,Data ID,Data Name,Data Length,Priority,Read/Write,Write Protect Register,Byte 8,Byte 7,Byte 6,Byte 5,Byte 4,Byte 3,Byte 2,Byte 1,Description,Bit Width Per Register,Sign or Unsigned,"Comments
,0x37,ADC Offset Group 8,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,USER_24V_IMON_OFS[15:8],USER_24V_IMON_OFS[7:0],USER_24V_OFS[15:8],USER_24V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: USER 24V Bus Current Offset (USER_24V_IMON_OFS), 16-BIT
Byte 2-1: USER 24V Bus Voltage Offset (USER_24V_OFS), 16-BIT",16-bit,signed,,
,0x38,ADC Offset Group 9,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,PC_A_12V_IMON_OFS[15:8],PC_A_12V_IMON_OFS[7:0],PC_A_12V_OFS[15:8],PC_A_12V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: PC A 12V Bus Current Offset (PC_A_12V_IMON_OFS), 16-BIT
Byte 2-1: PC A 12V Bus Voltage Offset (PC_A_12V_OFS), 16-BIT",16-bit,signed,,
,0x39,ADC Offset Group 10,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,PC_B_12V_IMON_OFS[15:8],PC_B_12V_IMON_OFS[7:0],PC_B_12V_OFS[15:8],PC_B_12V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: PC B 12V Bus Current Offset (PC_B_12V_IMON_OFS), 16-BIT
Byte 2-1: PC B 12V Bus Voltage Offset (PC_B_12V_OFS), 16-BIT",16-bit,signed,,
,0x3A,ADC Offset Group 11,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,24V_IMON2_OFS[15:8],24V_IMON2_OFS[7:0],24V_IMON1_OFS[15:8],24V_IMON1_OFS[7:0],24V_IMON0_OFS[15:8],24V_IMON0_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: 24V Module 2 Current Offset (24V_IMON2_OFS), 16-BIT
Byte 4-3: 24V Module 1 Current Offset (24V_IMON1_OFS), 16-BIT
Byte 2-1: 24V Module 0 Current Offset (24V_IMON0_OFS), 16-BIT",16-bit,signed,,
,0x3B,ADC Offset Group 12,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,12V_IMON2_OFS[15:8],12V_IMON2_OFS[7:0],12V_IMON1_OFS[15:8],12V_IMON1_OFS[7:0],12V_IMON0_OFS[15:8],12V_IMON0_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: 12V A Module 2 Current Offset (12V_IMON2_OFS), 16-BIT
Byte 4-3: 12V A Module 1 Current Offset (12V_IMON1_OFS), 16-BIT
Byte 2-1: 12V A Module 0 Current Offset (12V_IMON0_OFS), 16-BIT",16-bit,signed,,
,0x3C,ADC Offset Group 13,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,12V_OFS[15:8],12V_OFS[7:0],24V_OFS[15:8],24V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V Bus A Voltage Offset (12V_OFS), 16-BIT
Byte 2-1: 24V Bus Voltage Offset (24V_OFS), 16-BIT",16-bit,signed,,
,0x3D,ADC Offset Group 14,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,5V_CURR_OFS[15:8],5V_CURR_OFS[7:0],5V_OFS[15:8],5V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 5V Bus Current Offset (5V_CURR_OFS), 16-BIT
Byte 2-1: 5V Bus Voltage Offset (5V_OFS), 16-BIT",16-bit,signed,,
,0x3E,ADC Offset Group 15,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,3.3V_CURR_OFS[15:8],3.3V_CURR_OFS[7:0],3.3V_OFS[15:8],3.3V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 3.3V Bus Current Offset (3.3V_CURR_OFS), 16-BIT
Byte 2-1: 3.3V Bus Voltage Offset (3.3V_OFS), 16-BIT",16-bit,signed,,
,0x3F,ADC Offset Group 16,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,AUX_24V_CURR_OFS[15:8],AUX_24V_CURR_OFS[7:0],AUX_24V_OFS[15:8],AUX_24V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 24V AUX Bus Current Offset (AUX_24V_CURR_OFS), 16-BIT
Byte 2-1: 24V AUX Bus Voltage Offset (AUX_24V_OFS), 16-BIT",16-bit,signed,,
,0x40,ADC Offset Group 17,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,AUX_12V_CURR_OFS[15:8],AUX_12V_CURR_OFS[7:0],AUX_12V_OFS[15:8],AUX_12V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V AUX Bus Current Offset (AUX_12V_CURR_OFS), 16-BIT
Byte 2-1: 12V AUX Bus Voltage Offset (AUX_12V_OFS), 16-BIT",16-bit,signed,,
,0x41,ADC Offset Group 18,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,ESTOP_REC_B_12V_OFS[15:8],ESTOP_REC_B_12V_OFS[7:0],ESTOP_REC_A_12V_OFS[15:8],ESTOP_REC_A_12V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: ESTOP B Receiver Voltage Offset (ESTOP_REC_B_12V_OFS), 16-BIT
Byte 2-1: ESTOP A Receiver Voltage Offset (ESTOP_REC_A_12V_OFS), 16-BIT",16-bit,signed,,
,0x42,ADC Offset Group 19,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,12V_B_IMON4_OFS[15:8],12V_B_IMON4_OFS[7:0],12V_B_IMON3_OFS[15:8],12V_B_IMON3_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V B Module 4 Current Offset (12V_B_IMON4_OFS), 16-BIT
Byte 2-1: 12V B Module 3 Current Offset (12V_B_IMON3_OFS), 16-BIT",16-bit,signed,,
,0x43,ADC Offset Group 20,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,MB_SP_IMON_OFS[15:8],MB_SP_IMON_OFS[7:0],HV_OR_OFS[15:8],HV_OR_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Spare Motor Bus Current Offset (MB_SP_IMON_OFS), 16-BIT
Byte 2-1: Battery HV_OR voltage Offset (HV_OR_OFS), 16-BIT",16-bit,signed,,
,0x44,ADC Offset Group 21,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,TEMP2_OFS[15:8],TEMP2_OFS[7:0],TEMP1_OFS[15:8],TEMP1_OFS[7:0],TEMP0_OFS[15:8],TEMP0_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Temperature Sensor 2 Offset (TEMP2_OFS), 16-BIT
Byte 4-3: Temperature Sensor 1 Offset (TEMP1_OFS), 16-BIT
Byte 2-1: Temperature Sensor 0 Offset (TEMP0_OFS), 16-BIT",16-bit,signed,,
,0x45,ADC Offset Group 22,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,TEMP5_OFS[15:8],TEMP5_OFS[7:0],TEMP4_OFS[15:8],TEMP4_OFS[7:0],TEMP3_OFS[15:8],TEMP3_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Temperature Sensor 5 Offset (TEMP5_OFS), 16-BIT
Byte 4-3: Temperature Sensor 4 Offset (TEMP4_OFS), 16-BIT
Byte 2-1: Temperature Sensor 3 Offset (TEMP3_OFS), 16-BIT",16-bit,signed,,
,0x46,ADC Offset Group 23,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,EX_TEMP1_OFS[15:8],EX_TEMP1_OFS[7:0],EX_TEMP0_OFS[15:8],EX_TEMP0_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: External Temperature Sensor 1 Offset (EX_TEMP1_OFS), 16-BIT
Byte 2-1: External Temperature Sensor 0 Offset (EX_TEMP0_OFS), 16-BIT",16-bit,signed,,
,0x47,ADC Offset Group 24,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,LIDAR_B_12V_OFS[15:8],LIDAR_B_12V_OFS[7:0],LIDAR_A_12V_OFS[15:8],LIDAR_A_12V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: LIDAR B Bus Voltage Offset (LIDAR_B_12V_OFS), 16-BIT
Byte 2-1: LIDAR A Bus Voltage Offset (LIDAR_A_12V_OFS), 16-BIT",16-bit,signed,,
,0x48,ADC Offset Group 25,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,CHG_HVIL_OUT_OFS[15:8],CHG_HVIL_OUT_OFS[7:0],STO_24V_OFS[15:8],STO_24V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Charger Interlock Voltage Offset (CHG_HVIL_OUT_OFS), 16-BIT
Byte 2-1: STO Voltage Offset (STO_24V_OFS), 16-BIT",16-bit,signed,,
,0x49,ADC Offset Group 26,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,ETH_1.2V_OFS[15:8],ETH_1.2V_OFS[7:0],ETH_2.5V_OFS[15:8],ETH_2.5V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Ethernet 1.2V Voltage Offset (ETH_1.2V_OFS), 16-BIT
Byte 2-1: Ethernet 2.5V Voltage Offset  (ETH_2.5V_OFS), 16-BIT",16-bit,signed,,
,0x4A,ADC Offset Group 27,8,4,Read/Write,0x1FA - Byte 1 - Bit 1,RSVD,RSVD,RSVD,RSVD,ECAT_1.2V_OFS[15:8],ECAT_1.2V_OFS[7:0],ECAT_3.3V_OFS[15:8],ECAT_3.3V_OFS[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: EtherCAT 1.2V Voltage Offset (ECAT_1.2V_OFS), 16-BIT
Byte 2-1: EtherCAT 3.3V Voltage Offset (ECAT_3.3V_OFS), 16-BIT",16-bit,signed,,
,,,,,,,,,,,,,,,,,,,
Calibration - Scale,0x50,ADC Scale Group 1,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,BATT2_CURR_SCL[15:8],BATT2_CURR_SCL[7:0],BATT1_CURR_SCL[15:8],BATT1_CURR_SCL[7:0],CHG_CURR_SCL[15:8],CHG_CURR_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Battery 2 Current Scale (BATT2_CURR_SCL), 16-BIT
Byte 4-3: Battery 1 Current Scale (BATT1_CURR_SCL), 16-BIT
Byte 2-1: Charger Current Scale (CHG_CURR_SCL), 16-BIT",16-bit,signed,"Calibrated Values = (Raw values - Offset) * Scale / 4095, where 4095 = 2^12-1",
,0x51,ADC Scale Group 2,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,LA_IMON_SCL[15:8],LA_IMON_SCL[7:0],RL_IMON_SCL[15:8],RL_IMON_SCL[7:0],LL_IMON_SCL[15:8],LL_IMON_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Left Arm Current Scale (LA_IMON_SCL), 16-BIT
Byte 4-3: Right Leg Current Scale (RL_IMON_SCL), 16-BIT
Byte 2-1: Left Leg Current Scale (LL_IMON_SCL), 16-BIT",16-bit,signed,,
,0x52,ADC Scale Group 3,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,CHG_IN_SCL[15:8],CHG_IN_SCL[7:0],TR_IMON_SCL[15:8],TR_IMON_SCL[7:0],RA_IMON_SCL[15:8],RA_IMON_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Charger Input Voltage Scale (CHG_IN_SCL), 16-BIT
Byte 4-3: Pelvis/Waist Current Scale (TR_IMON_SCL), 16-BIT
Byte 2-1: Right Arm Current Scale (RA_IMON_SCL), 16-BIT",16-bit,signed,,
,0x53,ADC Scale Group 4,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,BATT2_IN_SCL[15:8],BATT2_IN_SCL[7:0],BATT1_IN_SCL[15:8],BATT1_IN_SCL[7:0],HV_SCL[15:8],HV_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Battery 2 Input Voltage Scale (BATT2_IN_SCL), 16-BIT
Byte 4-3: Battery 1 Input Voltage Scale (BATT1_IN_SCL), 16-BIT
Byte 2-1: High Voltage Bus Voltage Scale (HV_SCL), 16-BIT",16-bit,signed,,
,0x54,ADC Scale Group 5,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,CHG_HV_SCL[15:8],CHG_HV_SCL[7:0],MOT_BUS_SCL[15:8],MOT_BUS_SCL[7:0],NK_IMON_SCL[15:8],NK_IMON_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Charger High Voltage Scale (CHG_HV_SCL), 16-BIT
Byte 4-3: Motor Bus Voltage Scale (MOT_BUS_SCL), 16-BIT
Byte 2-1: Head Current Scale (NK_IMON_SCL), 16-BIT",16-bit,signed,,
,0x55,ADC Scale Group 6,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,USER_HV_CURR_SCL[15:8],USER_HV_CURR_SCL[7:0],USER_HV_SCL[15:8],USER_HV_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: User HV Current Scale (USER_HV_CURR_SCL), 16-BIT
Byte 2-1: User HV Bus Voltage Scale (USER_HV_SCL), 16-BIT",16-bit,signed,,
,0x56,ADC Scale Group 7,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,PC_24V_IMON_SCL[15:8],PC_24V_IMON_SCL[7:0],PC_24V_SCL[15:8],PC_24V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: PC 24V Bus Current Scale (PC_24V_IMON_SCL), 16-BIT
Byte 2-1: PC 24V Bus Voltage Scale (PC_24V_SCL), 16-BIT",16-bit,signed,,
,0x57,ADC Scale Group 8,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,USER_24V_IMON_SCL[15:8],USER_24V_IMON_SCL[7:0],USER_24V_SCL[15:8],USER_24V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: USER 24V Bus Current Scale (USER_24V_IMON_SCL), 16-BIT
Byte 2-1: USER 24V Bus Voltage Scale (USER_24V_SCL), 16-BIT",16-bit,signed,,
,0x58,ADC Scale Group 9,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,PC_A_12V_IMON_SCL[15:8],PC_A_12V_IMON_SCL[7:0],PC_A_12V_SCL[15:8],PC_A_12V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: PC A 12V Bus Current Scale (PC_A_12V_IMON_SCL), 16-BIT
Byte 2-1: PC A 12V Bus Voltage Scale (PC_A_12V_SCL), 16-BIT",16-bit,signed,,
,0x59,ADC Scale Group 10,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,PC_B_12V_IMON_SCL[15:8],PC_B_12V_IMON_SCL[7:0],PC_B_12V_SCL[15:8],PC_B_12V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: PC B 12V Bus Current Scale (PC_B_12V_IMON_SCL), 16-BIT
Byte 2-1: PC B 12V Bus Voltage Scale (PC_B_12V_SCL), 16-BIT",16-bit,signed,,
,0x5A,ADC Scale Group 11,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,24V_IMON2_SCL[15:8],24V_IMON2_SCL[7:0],24V_IMON1_SCL[15:8],24V_IMON1_SCL[7:0],24V_IMON0_SCL[15:8],24V_IMON0_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: 24V Module 2 Current Scale (24V_IMON2_SCL), 16-BIT
Byte 4-3: 24V Module 1 Current Scale (24V_IMON1_SCL), 16-BIT
Byte 2-1: 24V Module 0 Current Scale (24V_IMON0_SCL), 16-BIT",16-bit,signed,,
,0x5B,ADC Scale Group 12,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,12V_IMON2_SCL[15:8],12V_IMON2_SCL[7:0],12V_IMON1_SCL[15:8],12V_IMON1_SCL[7:0],12V_IMON0_SCL[15:8],12V_IMON0_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: 12V A Module 2 Current Scale (12V_IMON2_SCL), 16-BIT
Byte 4-3: 12V A Module 1 Current Scale (12V_IMON1_SCL), 16-BIT
Byte 2-1: 12V A Module 0 Current Scale (12V_IMON0_SCL), 16-BIT",16-bit,signed,,
,0x5C,ADC Scale Group 13,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,12V_SCL[15:8],12V_SCL[7:0],24V_SCL[15:8],24V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V Bus A Voltage Scale (12V_SCL), 16-BIT
Byte 2-1: 24V Bus Voltage Scale (24V_SCL), 16-BIT",16-bit,signed,,
,0x5D,ADC Scale Group 14,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,5V_CURR_SCL[15:8],5V_CURR_SCL[7:0],5V_SCL[15:8],5V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 5V Bus Current Scale (5V_CURR_SCL), 16-BIT
Byte 2-1: 5V Bus Voltage Scale (5V_SCL), 16-BIT",16-bit,signed,,
,0x5E,ADC Scale Group 15,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,3.3V_CURR_SCL[15:8],3.3V_CURR_SCL[7:0],3.3V_SCL[15:8],3.3V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 3.3V Bus Current Scale (3.3V_CURR_SCL), 16-BIT
Byte 2-1: 3.3V Bus Voltage Scale (3.3V_SCL), 16-BIT",16-bit,signed,,
,0x5F,ADC Scale Group 16,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,AUX_24V_CURR_SCL[15:8],AUX_24V_CURR_SCL[7:0],AUX_24V_SCL[15:8],AUX_24V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 24V AUX Bus Current Scale (AUX_24V_CURR_SCL), 16-BIT
Byte 2-1: 24V AUX Bus Voltage Scale (AUX_24V_SCL), 16-BIT",16-bit,signed,,
,0x60,ADC Scale Group 17,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,AUX_12V_CURR_SCL[15:8],AUX_12V_CURR_SCL[7:0],AUX_12V_SCL[15:8],AUX_12V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V AUX Bus Current Scale (AUX_12V_CURR_SCL), 16-BIT
Byte 2-1: 12V AUX Bus Voltage Scale (AUX_12V_SCL), 16-BIT",16-bit,signed,,
,0x61,ADC Scale Group 18,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,ESTOP_REC_B_12V_SCL[15:8],ESTOP_REC_B_12V_SCL[7:0],ESTOP_REC_A_12V_SCL[15:8],ESTOP_REC_A_12V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: ESTOP B Receiver Voltage Scale (ESTOP_REC_B_12V_SCL), 16-BIT
Byte 2-1: ESTOP A Receiver Voltage Scale (ESTOP_REC_A_12V_SCL), 16-BIT",16-bit,signed,,
,0x62,ADC Scale Group 19,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,12V_B_IMON4_SCL[15:8],12V_B_IMON4_SCL[7:0],12V_B_IMON3_SCL[15:8],12V_B_IMON3_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: 12V B Module 4 Current Scale  (12V_B_IMON4_SCL), 16-BIT
Byte 2-1: 12V B Module 3 Current Scale  (12V_B_IMON3_SCL), 16-BIT",16-bit,signed,,
,0x63,ADC Scale Group 20,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,MB_SP_IMON_SCL[15:8],MB_SP_IMON_SCL[7:0],HV_OR_SCL[15:8],HV_OR_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Spare Motor Bus Current Scale (MB_SP_IMON_SCL), 16-BIT
Byte 2-1: Battery HV_OR voltage Scale (HV_OR_SCL), 16-BIT",16-bit,signed,,
,0x64,ADC Scale Group 21,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,TEMP2_SCL[15:8],TEMP2_SCL[7:0],TEMP1_SCL[15:8],TEMP1_SCL[7:0],TEMP0_SCL[15:8],TEMP0_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Temperature Sensor 2 Scale (TEMP2_SCL), 16-BIT
Byte 4-3: Temperature Sensor 1 Scale (TEMP1_SCL), 16-BIT
Byte 2-1: Temperature Sensor 0 Scale (TEMP0_SCL), 16-BIT",16-bit,signed,,
,0x65,ADC Scale Group 22,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,TEMP5_SCL[15:8],TEMP5_SCL[7:0],TEMP4_SCL[15:8],TEMP4_SCL[7:0],TEMP3_SCL[15:8],TEMP3_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Temperature Sensor 5 Scale (TEMP5_SCL), 16-BIT
Byte 4-3: Temperature Sensor 4 Scale (TEMP4_SCL), 16-BIT
Byte 2-1: Temperature Sensor 3 Scale (TEMP3_SCL), 16-BIT",16-bit,signed,,
,0x66,ADC Scale Group 23,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,EX_TEMP1_SCL[15:8],EX_TEMP1_SCL[7:0],EX_TEMP0_SCL[15:8],EX_TEMP0_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: External Temperature Sensor 1 Scale (EX_TEMP1_SCL), 16-BIT
Byte 2-1: External Temperature Sensor 0 Scale (EX_TEMP0_SCL), 16-BIT",16-bit,signed,,
,0x67,ADC Scale Group 24,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,LIDAR_B_12V_SCL[15:8],LIDAR_B_12V_SCL[7:0],LIDAR_A_12V_SCL[15:8],LIDAR_A_12V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: LIDAR B Bus Voltage Scale (LIDAR_B_12V_SCL), 16-BIT
Byte 2-1: LIDAR A Bus Voltage Scale (LIDAR_A_12V_SCL), 16-BIT",16-bit,signed,,
,0x68,ADC Scale Group 25,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,CHG_HVIL_OUT_SCL[15:8],CHG_HVIL_OUT_SCL[7:0],STO_24V_SCL[15:8],STO_24V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Charger Interlock Voltage Scale (CHG_HVIL_OUT_SCL), 16-BIT
Byte 2-1: STO Voltage Scale (STO_24V_SCL), 16-BIT",16-bit,signed,,
,0x69,ADC Scale Group 26,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,ETH_1.2V_SCL[15:8],ETH_1.2V_SCL[7:0],ETH_2.5V_SCL[15:8],ETH_2.5V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: Ethernet 1.2V Voltage Scale (ETH_1.2V_SCL), 16-BIT
Byte 2-1: Ethernet 2.5V Voltage Scale  (ETH_2.5V_SCL), 16-BIT",16-bit,signed,,
,0x6A,ADC Scale Group 27,8,4,Read/Write,0x1FA - Byte 1 - Bit 2,RSVD,RSVD,RSVD,RSVD,ECAT_1.2V_SCL[15:8],ECAT_1.2V_SCL[7:0],ECAT_3.3V_SCL[15:8],ECAT_3.3V_SCL[7:0],"Byte 8-7: Reserved
Byte 6-5: Reserved
Byte 4-3: EtherCAT 1.2V Voltage Scale (ECAT_1.2V_SCL), 16-BIT
Byte 2-1: EtherCAT 3.3V Voltage Scale (ECAT_3.3V_SCL), 16-BIT",16-bit,signed,,
,,,,,,,,,,,,,,,,,,,
